1,2017-06-15,1,VIC01,OMP,Process 확인,OK,"
------------------------------------------------------------------------------
  PROCESS 확인                                                                  
------------------------------------------------------------------------------
=============================================================================================
                        SKT BDNG - VIC Process Check !!
---------------------------------------------------------------------------------------------
 HOST : VIC01 OMP
---------------------------------------------------------------------------------------------
 DATE : 2017. 06. 15 (목) 11:04
=============================================================================================
Prcs_Name       PID  PPID  USER   %MEM PATH                               START TIME
---------------------------------------------------------------------------------------------
PNR             938   922  vic     0.0 PNR                                2017-06-15 11:02:49
REST_AGENT     1100   938  vic     1.0 /home/vic/omc/java/bin/java -s...  2017-06-15 11:02:50
COLLECTOR      2066   938  vic     2.3 /home/vic/omc/java/bin/java -D...  2017-06-15 11:03:20
WEB            1102   938  vic     5.8 /home/vic/omc/java/bin/java -D...  2017-06-15 11:02:50
LOGD           1106   938  vic     0.4 /home/vic/omc/java/bin/java -X...  2017-06-15 11:02:50
snmpd          1680     1  root    0.0 /usr/sbin/snmpd -LS 4d -Lf /de...  2017-06-15 11:03:10
---------------------------------------------------------------------------------------------
mysqld         1965  1757  mysql   1.7 /usr/sbin/mysqld --basedir=/us...  2017-06-15 11:03:12
---------------------------------------------------------------------------------------------
DELLOG_CRON_TOMCAT         vic     0 2 * * 6 /home/vic/omc/tomcat/bin/Delete_tomcat_logs.sh
=============================================================================================
==============================================================================
"
2,2017-06-15,1,VIC01,OMP,CORE 파일 생성 확인,OK,"
------------------------------------------------------------------------------
  CORE 파일 생성 확인 : file CORE_FILE                                          
------------------------------------------------------------------------------
==============================================================================
"
3,2017-06-15,1,VIC01,OMP,Ping 확인,OK,"
------------------------------------------------------------------------------
  Ping 확인 : ping -c 4 -w 4 gateway_ip                                         
------------------------------------------------------------------------------
PING 121.134.202.253 (121.134.202.253) 56(84) bytes of data.
64 bytes from 121.134.202.253: icmp_seq=1 ttl=64 time=0.366 ms
64 bytes from 121.134.202.253: icmp_seq=2 ttl=64 time=0.342 ms
64 bytes from 121.134.202.253: icmp_seq=3 ttl=64 time=0.352 ms
64 bytes from 121.134.202.253: icmp_seq=4 ttl=64 time=0.376 ms

--- 121.134.202.253 ping statistics ---
4 packets transmitted, 4 received, 0% packet loss, time 3000ms
rtt min/avg/max/mdev = 0.342/0.359/0.376/0.013 ms
==============================================================================
"
4,2017-06-15,1,VIC01,OMP,route 확인,OK,"
------------------------------------------------------------------------------
  route 확인 : netstat -rn                                                      
------------------------------------------------------------------------------
Kernel IP routing table
Destination     Gateway         Genmask         Flags   MSS Window  irtt Iface
==============================================================================
"
5,2017-06-15,1,VIC01,OMP,crontab 확인,NOK,"
------------------------------------------------------------------------------
  crontab 확인 : crontab -l                                                     
------------------------------------------------------------------------------
dellog : /home/vic/bin/dellog.sh crontab 목록에 없음
==============================================================================
"
6,2017-06-15,1,VIC01,OMP,NTP 연동 확인,OK,"
------------------------------------------------------------------------------
  NTP 연동 확인 : ntpq -p                                                       
------------------------------------------------------------------------------
     remote           refid      st t when poll reach   delay   offset  jitter
==============================================================================
*106.247.248.106 141.223.182.106  2 u   49   64    1    3.816    0.200   0.316
+dadns.cdnetwork 204.123.2.5      2 u   49   64    1    2.461   -4.134   0.574
+211.233.78.116  216.239.35.12    2 u   50   64    1    1.626    8.179   0.062
==============================================================================
"
7,2017-06-15,1,VIC01,OMP,CPU 사용률 확인,OK,"
----------------------------------------------------------------------
  CPU 사용률(%)                                                         
----------------------------------------------------------------------
 CPU0  [|||||||||||||||||||||||||||||||||       ]  84.0%
 CPU1  [|||||||||||||                           ]  34.4%
======================================================================
"
8,2017-06-15,1,VIC01,OMP,Memory 사용률 확인,OK,"
----------------------------------------------------------------------
  (SWAP)MEMORY 사용률(%)                                                
----------------------------------------------------------------------
 Mem   [|||||                                   ]  13.0%  1895M / 15951M 
 Swap  [                                        ]   0.0%     0M / 1599M
======================================================================
"
9,2017-06-15,1,VIC01,OMP,DISK 사용률 확인,OK,"
-------------------------------------------------------
  DISK 사용률 확인                                       
-------------------------------------------------------
 Filesystem                Use%      Mounted on
/dev/sda2                  47.2      /                   
=======================================================
"
10,2017-06-15,1,VIC01,OMP,시스템 Uptime 확인,OK,"
-------------------------------------------------------
  시스템 Uptime 확인                                     
-------------------------------------------------------
      Booting 일자          Uptime 일자
-------------------------------------------------------
  2017-06-15 11:02:43          0 days 
=======================================================
"
11,2017-06-15,1,VIC01,OMP,디스크 이중화 상태 확인,NOK,"
------------------------------------------------------------------------------
  디스크 이중화 상태 확인 : mpt-status -i SCSI_ID                               
------------------------------------------------------------------------------
sudo: mpt-status: command not found
==============================================================================
"
12,2017-06-15,1,VIC01,OMP,좀비 프로세스 확인,OK,"
------------------------------------------------------------------------------
  좀비프로세스 확인                                                             
------------------------------------------------------------------------------
Process Name     PID   PPID   USER  %MEM    PATH                      CREATE TIME
------------------------------------------------------------------------------
==============================================================================
"
13,2017-06-15,1,VIC01,OMP,SIP 통계 확인,NOK,"
-------------------------------------------------------------------------------------
통계시간                 TOTAL          SUCCESS        FAIL           HT             
-------------------------------------------------------------------------------------
[IM002] [unixODBC][Driver Manager]Data source name not found, and no defaul..."
